TF	Gene	Variance_Explained	Rank	Count	Sign
Lyl1_Tal2	Emb	0.0031006887625238955	3566.5	1	1
Ahr	Ddr1	0.002778264076011172	3565.5	1	1
Hmga1_Hmga1-rs1	Armcx2	0.002644137914829703	3561.75	1	1
Creb3l2	Gsn	0.0018570297474837516	3564.5	1	-1
Fosl2	Golm1	0.0017880823725807127	3560.75	1	1
Srf	Aldh3a2	0.001403168016752221	3564	1	1
Creb1	Dazap2	0.0013684029910981943	3559.75	1	1
Irf4	Ube2v1	0.0013606397562113126	3559.25	1	1
Rel	Gja1	0.0010990969085196145	4749.5	2	0
Bbx	Ube2v1	0.000656938989578193	3561.5	1	1
Pbx2	Dazap2	0.0004347671305454104	3560.5	1	-1
Pbx2	Emb	0.0003062093300486013	3558.75	1	1
Cebpg	Emb	3325584481633781e-20	3559.5	1	1
Mafg	Golm1	2615436085978695e-20	3559	1	-1
