TF	Gene	Variance_Explained	Rank	Count	Sign
Hsf1	Psph	0.008882128229046871	2079	1	1
Sp100	Golm1	0.00862473267220899	2311.4	2	1
Nfat5	Papss1	0.008479514339124583	2080.5	1	1
Zbtb17	Sh2d3c	0.008371357156625648	2078.9	1	1
Hif1a	Ube2v1	0.008118394522285233	2079.8	1	1
Cdc5l	Ddr1	0.008000576932348647	2078.3	1	-1
Zbtb44	Psph	0.007992660052935974	2079.5	1	1
Batf	Ube2v1	0.007895339523471956	2078.7	2	-1
Irf7	Papss1	0.007885057735098611	2078.5	1	-1
Zfp64	Slc38a1	0.007880921627089954	2078.6	1	1
Fosl1	Plod3	0.007856587189810004	2080.85	1	1
Mafg	Tfg	0.007774531796012396	2078.55	1	1
Foxo1	Armcx2	0.007661590940304408	2541.3	4	1
Trps1	Ube2v1	0.007657625220322717	2079.7	1	-1
Mtf2	Armcx2	0.007640375127093646	2080.65	1	-1
Foxk2_Foxp1...	Ube2v1	0.007610146876986168	2078.25	1	1
Bcl6	Ddr1	0.007577469034801965	2078.2	2	1
Sp3	Dazap2	0.007397100251379951	2310.15	2	1
Tbx21	Dhrs1	0.0073779459195884136	2309.45	2	1
Atf2	Emb	0.007342136926311804	2540.7	3	1
Stat1	Emb	0.007304477284316246	2309.95	2	0
Erf	Slc38a1	0.007268431207613757	2079.45	1	1
Klf7	Riok3	0.007254733871107799	2079.35	1	1
Zfp296	Gja1	0.007169510038452964	2078	1	-1
Sp4	Golm1	0.007096184828567676	3002.5	5	1
Hmga1	Emb	0.007041546936984622	2078	1	1
Rora	Spry1	0.007021304021275721	2079.1	2	-1
Mafg	Armcx2	0.006988070272878	2077.85	1	1
Rel	Dusp6	0.006983249923731461	2309.05	2	-1
Arid2	Spry1	0.006944068511137658	2309.75	3	1
Klf2	Dusp6	0.006855882822410198	2077.7	3	1
Foxn2	Papss1	0.006838974311468094	2309.05	3	1
Elk4	Aldh3a2	0.006818691804266331	2079.75	1	-1
Dbp	Aldh3a2	0.006735398773134138	2077.7	1	-1
Gm6710	Ube2v1	0.006632700744934028	2539.4	4	-1
Zbtb7a	Golm1	0.0065934621730682095	2079.45	1	1
Zbtb7b	Tfg	0.0065737682933981415	2078.6	1	1
Hif1a	Psph	0.0065009957037566735	2540.1	3	-1
Tulp3	Plod3	0.006497974096154801	2078.35	1	1
Irf9	Gsn	0.006438186701972326	2077.5	1	1
Terf1	Papss1	0.006205271043620874	2308.35	2	1
Relb	Gsn	0.0061744879147227595	2308.85	2	1
Etv6	Armcx2	0.006145485644330295	2077.45	1	1
Kdm2b	Psph	0.006104263265832544	2078.1	1	1
Zfp426	Sh2d3c	0.005962509873001909	2078.65	1	1
Irf4	Ube2v1	0.005891922139417249	2078.55	1	-1
Zbtb20	Golm1	0.005889753835374545	2076.85	1	1
Irf2	Golm1	0.005881281479091849	2077.75	1	1
Zbtb22	Gsn	0.005808191412325736	2078.35	1	1
Terf1	Armcx2	0.005794530767077211	2078.1	1	1
Arid3b	Aldh3a2	0.005783673490118335	2078	1	1
Zfp688	Armcx2	0.00560111755682694	2770.1	6	0
Bbx	Dhrs1	0.005576475188734309	2076.8	1	1
Hif3a	Psph	0.005513839044894398	2077.8	1	1
Relb	Ube2v1	0.005498799409403865	2077.7	1	1
Fos	Emb	0.005395291881976261	2077.6	2	1
Kdm5b	Riok3	0.005338054433531414	2076.6	2	1
Nr4a1	Ube2v1	0.005208557086282106	2076.4	1	-1
Cux1	Gja1	0.005122109549324361	2075.95	1	1
Etv6	Sh2d3c	0.005107263979535559	2076.5	1	-1
Phf20	Psph	0.004923180110586722	2076.2	1	1
Zfp688	Aldh3a2	0.004851818456871715	2076.2	2	1
Zfp52	Ddr1	0.00476036502814996	2077.25	1	-1
Rela	Tfg	0.004741141058487141	2077.15	1	1
Stat3	Gsn	0.00473929217048179	2075.9	2	-1
Lyl1_Tal2	Dhrs1	0.004722353837840021	2077.05	1	1
Cggbp1	Psph	0.0047052736372139355	2076.9	2	1
Tef	Papss1	0.0046863229705166095	2075.75	2	1
Stat3	Riok3	0.004633836656600143	2075.7	1	1
Arid3b	Golm1	0.004426946767969264	2076.6	1	1
Mga	Slc38a1	0.004418518490636092	2075.7	1	-1
Klf7	Plod3	0.004302629230104616	2076.55	2	1
Drap1	Aldh3a2	0.004181411935376045	2306.5	2	-1
Zfp617	Aldh3a2	0.004172658411586217	2305.3	2	0
Nfil3	Gsn	0.004085185057018448	2076.45	2	-1
Pbx2	Slc38a1	0.004048628855168201	2076	1	-1
Nfe2l2	Gsn	0.003996911857230256	2305.4	4	1
Zbtb44	Riok3	0.003979755114858885	2075.8	2	1
Gata3	Emb	0.0038451799780296336	2075.4	1	1
Nr4a3	Dusp6	0.0038426667931288462	2075.7	1	-1
Lyl1_Tal2	Aldh3a2	0.003829075567159679	2075.25	1	1
Hsf1	Dusp6	0.0038252172419779296	2075.15	1	1
Cebpb	Emb	0.0038015565155711806	2075.85	1	-1
Ahr	Tfg	0.003756714284286944	2075.6	2	1
Foxn2	Dusp6	0.0036257094429580803	2075.75	1	1
Zeb2	Spry1	0.0036226786289045854	2075.2	1	1
Ets2	Psph	0.0035938431324618048	2075.3	1	-1
Sp4	Ube2v1	0.0035485692547030934	2304.85	2	1
Hmgb3	Sh2d3c	0.0035048814366849144	2075.45	1	1
Zfp654	Dusp6	0.003497703994877943	2074.9	1	1
Egr1	Tfg	0.00349088637634839	2305.1	2	0
Cenpb	Armcx2	0.003470886167483056	2306.35	2	1
Zfp703	Gsn	0.003425457077283167	2075.2	1	1
Gfi1	Golm1	0.0033075783217870634	2074.65	2	0
Zfp84	Ddr1	0.0032042532649670386	2074.55	1	1
Sp100	Emb	0.0031143165404876384	2074.95	1	1
Zbtb17	Plod3	0.0030929084469863755	2074.9	2	1
Rest	Papss1	0.0030879732451963736	2075	2	0
Etv6	Dazap2	0.0030837308222381845	2075.1	2	1
Xbp1	Armcx2	0.0030707205812565363	2075.1	1	1
Nfe2l2	Golm1	0.0030619227040237116	2075	1	-1
Satb1_Satb2	Aldh3a2	0.0029336478554266576	2074.55	1	1
Hsf1	Gsn	0.002908564334595587	2074.9	1	-1
Zfp688	Gsn	0.00288896056597443	2074.15	1	-1
Irf7	Psph	0.0026181261256560395	2305.45	3	1
Stat5b	Spry1	0.00260839476580621	2073.85	1	1
Nfkb1	Gja1	0.0025483659195815966	2074.4	1	-1
Srf	Aldh3a2	0.0025470249040657534	2304.45	2	0
Batf	Aldh3a2	0.0025263769672876912	2074.3	2	0
Fosb	Spry1	0.002524018387076876	2074.2	3	1
Sp4	Aldh3a2	0.002515864824801095	2074.55	1	1
Cux1	Armcx2	0.0024173545794847094	2304.3	2	1
Satb1	Ddr1	0.0023851508987518754	2073.65	2	0
Stat4	Ube2v1	0.0023666760225452997	2073.9	1	1
Gata3	Ddr1	0.002349003022442253	2073.55	1	-1
Nfe2l2	Papss1	0.0023279581299855967	2074.05	1	-1
Elk3	Slc38a1	0.0023271530453909837	2073.8	1	-1
Irf4	Spry1	0.0022867159977394192	2303.9	2	1
Bbx	Aldh3a2	0.002158637810601505	2073.85	2	1
Tcf12	Aldh3a2	0.002121037045738161	2074.1	2	1
Zfp296	Dusp6	0.0019220015731888473	2073.05	2	0
Mafg	Ube2v1	0.0019133462511782494	2073.6	1	1
Foxo1	Aldh3a2	0.0018862367815729586	2074.1	1	1
Zfp91	Ube2v1	0.0017449164726919485	2073.35	2	1
Foxo1	Dazap2	0.0017238174097119808	2073.25	3	1
Tcf3	Papss1	0.0016895064384976123	2073.6	1	1
Gm6710	Tfg	0.0016226204269620182	2302.9	2	1
Egr1	Papss1	0.0016222867021914444	2073.5	1	-1
Gm6710	Armcx2	0.0015255227108630254	2073.3	2	-1
Fli1	Psph	0.0015248738154783116	2072.8	1	-1
Zfp64	Ube2v1	0.0015200524504076496	2072.85	1	-1
Zfp202	Riok3	0.0014756416528132754	2073.3	2	1
Tbx21	Gsn	0.0014729028581064508	2073.7	1	1
Atf3	Gja1	0.0014357910623821856	2073.6	1	-1
Cebpb	Golm1	0.0013247747571503376	2073	1	1
Creb1	Armcx2	0.001279040534132947	2072.75	1	-1
Drap1	Ube2v1	0.001270272477544021	2073.05	1	1
Egr2	Golm1	0.0012028713139490277	2303.15	2	0
Jun	Emb	0.001190893496701717	2072.8	2	1
Zbtb44	Gja1	0.0011737591816330273	2072.7	1	1
Klf3	Aldh3a2	0.0010781400107148565	2072.65	1	1
Hmgb3	Papss1	0.0010389972356838139	2072.55	1	1
Irf1	Armcx2	0.0010365548929194058	2304	2	0
Sp3	Sh2d3c	0.0009960124100279466	2072.3	1	1
Hif1a	Gja1	0.0009793882382938435	2072.5	1	1
Elf1	Tfg	0.0009704539154715252	2072.45	1	-1
Hif3a	Tfg	0.0009507624678639304	2072.35	1	1
Zfp202	Ube2v1	0.0008926310020110795	2072	1	1
Fosl1	Emb	0.0008889176039446056	2072.35	1	1
Drap1	Dhrs1	0.0008851868209592273	2072.25	1	1
Ankzf1	Dhrs1	0.0008276867216612915	2073	1	1
Hif1a	Armcx2	0.0007503080538936669	2071.7	1	1
Atf5	Emb	0.000716121860906227	2072.8	1	-1
Zbed4	Slc38a1	0.0005245901571514722	2072.3	1	1
Hmga1_Hmga1-rs1	Tfg	0.0004673513539313667	2071.65	1	1
Nr3c1	Golm1	0.00042756026550291317	2301.75	2	1
Stat4	Emb	0.00039014285477945165	2071.55	1	1
Klf2	Ube2v1	0.0003735935344861163	2072.6	2	0
Myc	Ube2v1	0.00022860149532731854	2070.5	2	1
Snapc2	Dazap2	0.0001605155549809223	2071.15	1	1
Bcl6	Plod3	0.00015018093635313923	2071.3	1	1
Zeb2	Gja1	0.00012197195654657378	2071.1	1	1
Satb1	Aldh3a2	0.00011600861461573686	2071.45	1	1
Sp3	Dusp6	8796138762918737e-20	2072.3	1	1
Hif1a	Dazap2	8013358586954622e-20	2070.95	1	1
Cenpb	Plod3	7267797311290014e-20	2072.1	1	-1
Cggbp1	Papss1	54341467574459125e-21	2071.35	2	1
Ets1	Riok3	3134845957066812e-20	2070.5	1	1
