TF	Gene	Variance_Explained	Rank	Count	Sign
Elk3	Riok3	0.1574446461994653	3110.45	3	1
Cenpb	Armcx2	0.15729329740318607	3350.8	4	1
Zeb1	Papss1	0.15589875184202495	2880.95	2	1
Bcl11b	Emb	0.15579635163802072	3113.55	3	1
Rest	Aldh3a2	0.15572547816696783	3347.9	4	-1
Cebpb	Armcx2	0.15322570352711912	2875.5	2	1
Klf2	Ube2v1	0.15306621015822836	2879.75	2	1
Irf2	Ube2v1	0.1527908384577455	2878.05	2	-1
Hif3a	Ddr1	0.15271097915900328	2878.35	2	1
Cic	Golm1	0.15216220548193177	3341.8	4	1
Atf6	Spry1	0.15177330695546692	2877.9	2	1
Stat1	Ube2v1	0.1516996033120307	2873.55	2	-1
Bcl6	Golm1	0.15019237070700478	3581.8	5	1
Mxi1	Dusp6	0.14930607172998592	3110.65	3	-1
Zbtb1	Ddr1	0.14915209406236432	2872.8	2	1
Zbtb44	Golm1	0.14915161350484823	2876.9	2	1
Cenpb	Anapc1	0.1489103437663341	2880.05	2	1
Nr3c1	Sh2d3c	0.14887811426283287	3347	4	1
Klf7	Ube2v1	0.14818776738147799	3348.75	4	1
Litaf	Ube2v1	0.1480739900219182	2875.25	2	1
Batf	Dhrs1	0.14665768672392174	3349.7	4	0
Nfkb2	Slc38a1	0.1455069321439156	3111.5	3	1
Bcl11b	Papss1	0.14522398241431342	2875.4	2	1
Pknox1	Ddr1	0.1451385387980926	2873.65	2	1
Zfp688	Armcx2	0.14420688334427162	3816.8	6	1
Snapc2	Aldh3a2	0.1430132875870616	3108.6	3	1
Zfp526	Dhrs1	0.142311751764057	2873.95	2	1
Nfkb2	Anapc1	0.14212306177391873	2871.15	2	-1
Tef	Gsn	0.14182518163650157	3107	3	1
Sp100	Dusp6	0.14169291325437575	2876.2	2	1
Nfe2l2	Slc38a1	0.14083242385082118	3343.1	4	-1
Irf1	Emb	0.1408103682766873	2872.15	2	-1
Tcf3	Slc38a1	0.1405578732518667	2873.95	2	1
Gata3	Ddr1	0.14050296074352492	2870.5	2	1
Bcl6	Gja1	0.14041862425290189	4055.8	7	1
Bcl6	Spry1	0.1400234869960765	2873.2	2	1
Cdc5l	Dusp6	0.13970947761092353	2873.05	2	-1
Batf	Ube2v1	0.13940633562983917	3110.75	3	-1
Zfp426	Dusp6	0.13927682329161234	2873	2	1
Zfp281	Sh2d3c	0.13895296173139512	2872.25	2	1
Trps1	Slc38a1	0.13893690560745792	2874.6	2	1
Stat4	Papss1	0.13880021339229798	3108.75	3	-1
Atf5	Riok3	0.1383129227359762	3587.2	5	1
Rora	Spry1	0.13806603456014616	2871.55	2	-1
Lyl1_Tal2	Gsn	0.13652739759226232	3584.45	5	1
Irf7	Slc38a1	0.13646615634041784	2871.85	2	0
Plagl1	Ddr1	0.13622834370818418	3105.3	3	1
Aebp2	Gsn	0.1355640185272144	2874.25	2	1
Plscr1	Gja1	0.13544848595699338	2872.65	2	1
Zeb2	Dusp6	0.13439064044869092	3106.85	3	1
Bhlhe40	Papss1	0.13418964581207896	2865.65	2	1
Zeb1	Aldh3a2	0.13382181428188686	3578.2	5	1
Arid3a	Anapc1	0.13373808910660145	3109.8	3	1
Zfp280c	Anapc1	0.13354966206860822	3104.4	3	1
Gata3	Gsn	0.13277198790294473	3104.8	3	-1
Klf4	Ube2v1	0.13257557253114854	2872.55	2	1
Zfx	Papss1	0.13212297355056274	2875.05	2	1
Atf6	Ddr1	0.13211788641260822	3341.7	4	1
Klf13	Dazap2	0.13139884583815256	3107.25	3	1
Zfp472	Aldh3a2	0.13106514171628153	3342.9	4	1
Irf4	Spry1	0.13077067807626117	2869.7	2	1
Zfp568	Dusp6	0.1307487775296858	2874.65	2	1
Bbx	Ube2v1	0.1303109526444675	3103.55	3	-1
Runx1	Slc38a1	0.1301414559742177	2868.4	2	1
Pou6f1	Psph	0.13012539571007503	2871.25	2	1
Klf6	Golm1	0.12967720488484274	3347.05	4	0
Nfe2l2	Dhrs1	0.12956868314509473	2867.25	2	1
Gm6710	Riok3	0.12918675681028985	2869	2	1
Sp4	Armcx2	0.12890576615804997	3582.9	5	1
Plagl2	Gsn	0.12879230909266925	2871.55	2	1
Satb1	Dhrs1	0.12860235315164226	3341.6	4	1
Bcl6	Dhrs1	0.1282867831492388	3105.7	3	1
Erf	Armcx2	0.12785153922897358	2868	2	1
Zfp277	Psph	0.12781670081019395	2870.45	2	1
Fosl2	Emb	0.12762926907425848	2875.1	2	1
Nfe2l2	Gsn	0.1266240616389795	3580.85	5	1
Arid3b	Riok3	0.1258004615682094	2869.55	2	1
Ahr	Slc38a1	0.12538226271845607	2869.1	2	1
Gm6710	Armcx2	0.12420144940915878	3811.75	6	1
Sp3	Ube2v1	0.12375425414846557	3339.1	4	1
Lef1	Sh2d3c	0.12332707257601765	2868	2	1
Atf3	Anapc1	0.12227853803304374	3104.35	3	1
Myc	Golm1	0.12225839463891637	3105.6	3	1
E2f1	Golm1	0.12225003050680086	2867.25	2	1
Cebpg	Ddr1	0.12200017809937151	2867.1	2	1
Plagl2	Aldh3a2	0.12150066806630988	2867.15	2	1
